"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"121288","12.5","Sparkling","US","Here's a delicious brut. Dry and fruity, it has forward flavors of Key limes, pineapple zest, brioche, vanilla and spices. The bubbles are a bit scoury. Easy to find, with 22,800 cases produced.","Cuveé 20","20","87","California","Sonoma","J Vineyards &amp; Winery NV Cuveé 20 Sparkling (Russian River Valley)","https://www.winemag.com/buying-guide/j-winery-nv-cuvee-20-sparkling-sonoma-russian-river-valley/","Sparkling Blend",NULL,"J Vineyards &amp; Winery"
"121308","13","Sparkling","US","Full-bodied and dry. You can taste the Pinot Noir in the black and red cherry and red currant flavors. A bit rough in texture, but pretty good for the price. Will pair well with roast salmon or even a lamb chop.","Blanc de Noirs","22","87","California","California Other","Chandon NV Blanc de Noirs Sparkling (California)","https://www.winemag.com/buying-guide/chandon-nv-blanc-noirs-sparkling-other/","Sparkling Blend",NULL,"Chandon"
"121332","12.5","Sparkling","US","A creamy, toasty nose of almond and vanilla leads on this elegant sparkler, followed by balanced pear, apple and hazelnut flavors. A more opulent style wine that still has a fine finish—and a touch of spice.","Brut Séduction","49","87","New York","Long Island","Sparkling Pointe 2000 Brut Séduction Sparkling (North Fork of Long Island)","https://www.winemag.com/buying-guide/sparkling-pointe-2000-brut-seduction-long-island-north-fork/","Sparkling Blend","2000","Sparkling Pointe"
"121340","13","Sparkling","US","The beautifully designed bottle alone is a treat, but the wine—a blend of three rosés—backs it up: it begins with elegant aromas of aromatic flowers, cherries and citrus, followed by crisp citrus and juicy strawberry and cherry. A fun and flirty sip with class.","Cuvée Sparkle Rosé","24","88","New York","Long Island","Croteaux 2008 Cuvée Sparkle Rosé Sparkling (North Fork of Long Island)","https://www.winemag.com/buying-guide/croteaux-2008-cuvee-sparkle-rose-sparkling-long-island-north-fork/","Sparkling Blend","2008","Croteaux"
"121341","13","Sparkling","US","This is a rich, full-bodied and somewhat heavy rosé in its youth, brimming with warm California sunshine flavors of raspberries, strawberries, cherries and cola that have a slightly sweet finish. It's nice and silky. All primary fruit now, it should develop bottle complexities through 2014.","L'Etoile Rosé","50","88","California","California Other","Chandon NV L'Etoile Rosé Sparkling (California)","https://www.winemag.com/buying-guide/chandon-nv-letoile-rose-sparkling-other/","Sparkling Blend",NULL,"Chandon"
"121343","13","Sparkling","US","A feminine, elegant nose of apples, toast and honey leads into delicate, dancing citrus, apple and spice flavors. Poised, with a light touch, and very food friendly, this wine will please fans of more restrained sparklers.","Blanc de Blancs","48","87","New York","Long Island","Bedell 2005 Blanc de Blancs Chardonnay (North Fork of Long Island)","https://www.winemag.com/buying-guide/bedell-2005-blanc-blancs-chardonnay-long-island-north-fork/","Chardonnay","2005","Bedell"
"121374","12.5","Sparkling","US","This bubbly starts with pretty aromas of flowers, spice and pear, followed by a bright profile of spice, fruit and cream. Balanced but offers a zingy finish with length. A fun and interesting wine with a lot of personality.","Grand Monarque","25","86","New York","New York Other","Brotherhood NV Grand Monarque Sparkling (Hudson River Region)","https://www.winemag.com/buying-guide/brotherhood-nv-grand-monarque-sparkling-other-hudson-river-region/","Sparkling Blend",NULL,"Brotherhood"
"121409","12","Sparkling","US","A beautiful sparkling wine, marked by an extremely fine texture that feels silky and smooth. The bubbles are very fine, so the wine lacks the roughness you usually find in bubblies of this price. It's a fruity drink, showing pineapples, tangerines and vanilla.","Brut","23","87","California","Mendocino County","Roederer Estate NV Brut Sparkling (Anderson Valley)","https://www.winemag.com/buying-guide/roederer-estate-nv-brut-sparkling-anderson-valley-104340/","Sparkling Blend",NULL,"Roederer Estate"
"121419","12.7","Sparkling","US","A bit rough and scoury, but so delicious in flavor, you forgive it. Attracts for its raspberries, rose petals, brioche and vanilla, and the way the racy acidity cleanses the mouth.","Brut Rosé","24","87","California","Napa","Mumm Napa NV Brut Rosé Sparkling (Napa Valley)","https://www.winemag.com/buying-guide/mumm-napa-nv-brut-rose-sparkling-napa-valley/","Sparkling Blend",NULL,"Mumm Napa"
"121427","13","Sparkling","US","Not really dry but off-dry, this bubbly is rich, with honeyed flavors of raspberries, cherries, pineapples, apples and brioche. A pleasant sipper.","Extra-Dry Riche","22","87","California","California Other","Chandon NV Extra-Dry Riche Sparkling (California)","https://www.winemag.com/buying-guide/chandon-nv-extra-dry-riche-sparkling-other/","Sparkling Blend",NULL,"Chandon"
"121455","12.5","Sparkling","US","This is a sweeter style of sparkling wine by Mumm, the style called Sec in French. You'll find a trace of honey and sugar on the finish to the raspberries, strawberries and vanilla.","Cuvée M","20","87","California","Napa","Mumm Napa NV Cuvée M Sparkling (Napa Valley)","https://www.winemag.com/buying-guide/mumm-napa-nv-cuvee-m-sparkling-napa-valley-104666/","Sparkling Blend",NULL,"Mumm Napa"
"121464","12","Sparkling","US","This is Korbel's first-ever brut made with organic grapes. It's a solid sparkler, but not particularly better than any of their others. It shows rich flavors of citrus, vanilla and yeast, and is very tart in acidity.","Brut","16","85","California","California Other","Korbel NV Brut Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-brut-sparkling-california-107271/","Sparkling Blend",NULL,"Korbel"
"121536","12.5","Sparkling","US","Orange citrus and lemon lead in this rich, full-bodied sip. Easygoing but full of character, the wine will hold its own against richer dishes—think lobster, cream dishes, crab.","Blanc de Noir","45","86","New York","Long Island","The Old Field 2004 Blanc de Noir Pinot Noir (North Fork of Long Island)","https://www.winemag.com/buying-guide/old-field-2004-blanc-noir-pinot-noir-long-island-north-fork/","Pinot Noir","2004","The Old Field"
"121541","13","Sparkling","US","Dark in color and full-bodied, this is a big, heavy sparkling wine based on Pinot Noir. It has flavors of cherries, raspberries, red currants, cola and anise, in a silky, crisp texture with yeasty notes.","Rosé","22","86","California","California Other","Chandon NV Rosé Sparkling (California)","https://www.winemag.com/buying-guide/chandon-nv-rose-sparkling-other/","Sparkling Blend",NULL,"Chandon"
"121550","11","Sparkling","US","A citric, toasty nose leads into fresh and fruity flavors of lemon, toast and spice in this fun and friendly sparkler. Pair with fruit, desserts or sip on its own—it's great for a balmy day and a dependable everyday sip.","20th Anniversary Brut","25","86","New York","Finger Lakes","Lakewood 2005 20th Anniversary Brut Sparkling (Finger Lakes)","https://www.winemag.com/buying-guide/lakewood-2005-20th-anniversary-brut-sparkling-finger-lakes/","Sparkling Blend","2005","Lakewood"
"121588","12","Sparkling","US","Dry and rough even at the age of eleven years, this sparkling wine is marked by flavors of yeast and citrus fruits. It's not going anywhere, so drink up.","Late Disgorged Blanc de Blanc","55","84","California","Central Coast","Thomas Fogarty 1998 Late Disgorged Blanc de Blanc Sparkling (Santa Cruz Mountains)","https://www.winemag.com/buying-guide/thomas-fogarty-1998-late-disgorged-blanc-blanc-sparkling-central-coast-santa-cruz-mountains/","Sparkling Blend","1998","Thomas Fogarty"
"121593","12","Sparkling","US","This is a good, rich bubbly, full-bodied and dry, with subtle flavors of red cherries, limes, vanilla and yeasty bread dough. It's a little scoury, but a good value for the money.","Blanc de Noirs","12","84","California","California Other","Korbel NV Blanc de Noirs Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-blanc-de-noirs-sparkling-california-105926/","Sparkling Blend",NULL,"Korbel"
"121605","11.5","Sparkling","US","This friendly bubbly offers a spicy, robust nose of apples and toast and a full-bodied, earthy palate. The character is fresh and the finish lingering and spicy.","Fiori Delle Stelle Blanc de Blanc","30","84","New York","Finger Lakes","Casa Larga NV Fiori Delle Stelle Blanc de Blanc Chardonnay (Finger Lakes)","https://www.winemag.com/buying-guide/casa-larga-nv-fiori-delle-stelle-blanc-blanc-chardonnay-finger-lakes/","Chardonnay",NULL,"Casa Larga"
"121615","12.5","Sparkling","US","Good price for a sparkling wine of this quality. It's smooth and creamy, with layers of Mandarin orange, peach, vanilla and smoky yeast that finish with a honeyed richness.","Chardonnay","12","85","California","California Other","Korbel NV Chardonnay  (California)","https://www.winemag.com/buying-guide/korbel-nv-chardonnay-california-105928/","Champagne Blend",NULL,"Korbel"
"121624","10.5","Sparkling","US","The aromas in this light, delicate wine—green apple, pear and toasted nut—give it an appetizing start. Fresh, citrusy flavors follow. It's a clean-style bubbly—not too robust and zingy on the finish. Pair with lighter dishes or sip alone.","Blanc de Blancs","36","85","New York","Long Island","Onabay 2006 Blanc de Blancs Chardonnay (North Fork of Long Island)","https://www.winemag.com/buying-guide/onabay-2006-blanc-blancs-chardonnay-long-island-north-fork/","Chardonnay","2006","Onabay"
"121663","12","Sparkling","US","Floral and citrus aromas and flavors typify this Brut from Michigan. On the palate, it's lively and fresh--not terribly complicated but a fun summer sip.","Moonstruck Brut","17","82","Michigan","Michigan","Good Harbor NV Moonstruck Brut  (Michigan)","https://www.winemag.com/buying-guide/good-harbor-nv-moonstruck-brut-sparkling-michigan/","Champagne Blend",NULL,"Good Harbor"
"121682","12.5","Sparkling","US","This fresh, fruity sparkler from Missouri starts with a nose of apple, toast and pear, followed by citrus and apple flavors. Not overly complicated but a fun everyday sip.","Brut Imperial","20","83","Missouri","Missouri","Mount Pleasant Winery NV Brut Imperial Sparkling (Missouri)","https://www.winemag.com/buying-guide/mount-pleasant-winery-nv-brut-imperial-sparkling-missouri/","Sparkling Blend",NULL,"Mount Pleasant Winery"
"121764","12","Sparkling","US","Crisp, citric aromas start this refreshing wine from Brotherhood. On the palate, citrus, apple and toast give the wine a more robust character. Friendly and easy to enjoy alone or with everything from salads to heartier cream dishes.","Blanc de Blancs Brut","12","84","New York","New York Other","Brotherhood NV Blanc de Blancs Brut Chardonnay (New York)","https://www.winemag.com/buying-guide/brotherhood-nv-blanc-blancs-brut-chardonnay-other/","Chardonnay",NULL,"Brotherhood"
"121767","12","Sparkling","US","Frankly sweet, with honeyed flavors of raspberries, vanilla and crunchy granola. Finishes clean and zesty in acidity. If this is your style, it's a great buy.","Brut","12","84","California","California Other","Korbel NV Brut Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-brut-sparkling-california-105931/","Sparkling Blend",NULL,"Korbel"
"121781","12","Sparkling","US","Not really dry, but with an edge of honeyed sweetness to the raspberries, limes, vanilla and doughy flavors. Drink this clean, brisk wine with fresh fruit or butter cookies.","Extra Dry","12","84","California","California Other","Korbel NV Extra Dry Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-extra-dry-sparkling-california-105930/","Sparkling Blend",NULL,"Korbel"
"121798","12","Sparkling","US","Pale and refined, with elegant flavors of raspberries, strawberries, vanilla and yeasty lees. With a slightly sweet finish, balanced with crisp coastal acidity, it's a beautiful sparkling wine.","Brut Rosé","23","92","California","Mendocino County","Scharffenberger NV Brut Rosé Sparkling (Mendocino County)","https://www.winemag.com/buying-guide/scharffenberger-nv-brut-rose-sparkling-mendocino-lake-counties-county/","Sparkling Blend",NULL,"Scharffenberger"
"121870","12","Sparkling","US","The nose on this upstate New York sparkler is promising, with toasty aromas reminiscent of Champagne. However, the palate doesn't follow through. The wine is thin and watery, with little depth or persistence. Nonetheless, it could be enjoyable as a simple warm-weather quaffer.","Brut","25","81","New York","Finger Lakes","Glenora 2002 Brut  (Finger Lakes)","https://www.winemag.com/buying-guide/glenora-2002-brut-sparkling-finger-lakes/","Champagne Blend","2002","Glenora"
"122025","12.2","Sparkling","US","A good sparkling wine, a bit scoury around the edges, but nice and dry, with a fancy finish. Shows crisp flavors of yeasty lees, limes, lemons, vanilla and smoke.","Va de Vi Ultra Cuvée","22","88","California","Sonoma","Gloria Ferrer NV Va de Vi Ultra Cuvée Sparkling (Sonoma County)","https://www.winemag.com/buying-guide/gloria-ferrer-nv-va-vi-ultra-cuvee-sparkling-sonoma-county/","Sparkling Blend",NULL,"Gloria Ferrer"
